Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.132.113.147,Cardiff,2021-03-28T19:18:10.245Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:31b6:71a:b818:3cc0,Hertfordshire,2021-03-28T18:52:07.547Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.92,Cardiff,2021-03-26T18:35:28.250Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.158.191.252,Hertfordshire,2021-03-15T17:32:26.110Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.252,Hertfordshire,2021-03-14T19:35:07.734Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:20fd:266:2809:a277,Hertfordshire,2021-03-14T19:30:31.607Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:c945:2ab2:3b1:8727,Hertfordshire,2021-03-12T07:22:34.244Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.252,Hertfordshire,2021-03-07T20:04:37.402Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.158.191.252,Hertfordshire,2021-03-07T19:34:05.468Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.94,Cardiff,2021-03-06T18:44:31.213Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:a134:befa:351a:e42b,Hertfordshire,2021-03-05T19:18:36.832Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:d913:96ed:e38e:819b,Hertfordshire,2021-03-04T19:37:05.903Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:a161:c1b4:df8e:eac5,Hertfordshire,2021-03-03T20:14:32.411Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:a161:c1b4:df8e:eac5,Hertfordshire,2021-03-03T20:13:54.015Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.128.237.229,Stockport,2021-02-28T21:27:33.389Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:50:4da5:2412:3b0e,Hertfordshire,2021-02-26T18:02:06.513Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.94,Cardiff,2021-02-22T19:58:13.543Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.128.237.229,Stockport,2021-02-20T21:05:54.349Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.136,Hertfordshire,2021-02-19T19:34:14.417Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:c077:8e91:13aa:9b0c,Hertfordshire,2021-02-19T16:16:50.473Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.149.120.83,Buckinghamshire,2021-02-19T13:56:25.234Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.169.229.152,Sandwell,2021-02-18T20:28:20.467Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.149.204.87,Buckinghamshire,2021-02-14T17:01:14.588Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.185.163.137,Buckinghamshire,2021-02-13T19:51:23.352Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.127.122,Hertfordshire,2021-02-12T20:02:08.198Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.185.163.137,Buckinghamshire,2021-02-07T17:21:38.253Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.147.156.204,Buckinghamshire,2021-02-04T20:40:57.247Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:3027:88ca:ca7e:73e8,Hertfordshire,2021-02-01T19:36:37.230Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:5474:1447:5bf2:3759,Hertfordshire,2021-02-01T17:47:04.853Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:15c:bf70:83fd:fe51,Hertfordshire,2021-01-30T22:39:39.740Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.147.156.204,Buckinghamshire,2021-01-30T19:48:44.636Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:b910:c9a8:29d0:c610,Hertfordshire,2021-01-29T17:31:50.662Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,86.134.127.122,Hertfordshire,2021-01-26T20:28:44.220Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.145.199.226,Buckinghamshire,2021-01-24T18:55:34.263Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.134.127.122,Hertfordshire,2021-01-24T09:08:15.401Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.145.199.226,Buckinghamshire,2021-01-23T19:24:24.878Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.147.156.154,Buckinghamshire,2021-01-22T17:45:43.622Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.175.168.125,Buckinghamshire,2021-01-21T18:25:21.414Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.127.122,Hertfordshire,2021-01-17T19:13:57.951Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.132.113.232,"Newry, Mourne and Down",2021-01-12T20:36:13.285Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.175.168.125,Buckinghamshire,2021-01-11T15:47:07.420Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:19:5a75:e0b5:b88d,Hertfordshire,2021-01-09T14:06:14.703Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.181.7.249,Stockport,2021-01-04T22:57:03.806Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:1148:83af:dc8d:b964,Hertfordshire,2021-01-02T19:25:48.103Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.131.141.194,Stockport,2021-01-01T22:09:45.307Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.131.141.194,Stockport,2020-12-29T21:50:00.792Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.131.141.194,Stockport,2020-12-29T21:50:00.781Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:457d:38d3:9bb9:6c21,Hertfordshire,2020-12-29T19:19:41.554Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.132.113.232,"Newry, Mourne and Down",2020-12-29T12:31:30.038Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:75f7:b47a:96ea:4962,Hertfordshire,2020-12-28T21:30:32.629Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.175.14.50,Stockport,2020-12-28T20:11:38.939Z
NFANDROID3-PRV-0-OCULUQUEST-17676-396EC76C7E5EA0D28D10DBDF263AC069D1046E3CB2654B3975ADA849B29D0AE8,GB,Netflix Oculus VR Android Phone,Netflix Oculus VR Android Phone,86.132.113.232,"Newry, Mourne and Down",2020-12-28T15:13:03.412Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.175.14.50,Stockport,2020-12-26T21:51:50.519Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.175.14.50,Stockport,2020-12-26T21:51:50.510Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.132.113.232,"Newry, Mourne and Down",2020-12-26T19:52:57.000Z
NFANDROID3-PRV-0-OCULUQUEST-17676-396EC76C7E5EA0D28D10DBDF263AC069D1046E3CB2654B3975ADA849B29D0AE8,GB,Netflix Oculus VR Android Phone,Netflix Oculus VR Android Phone,86.132.113.232,"Newry, Mourne and Down",2020-12-26T12:36:47.393Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.191,Hertfordshire,2020-12-24T15:25:03.213Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.158.191.191,Hertfordshire,2020-12-24T14:08:33.286Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:2540:ac72:64bb:3c95,Hertfordshire,2020-12-23T19:33:49.984Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:3824:87f6:f382:e856,Hertfordshire,2020-12-18T16:56:28.303Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.149.120.99,Buckinghamshire,2020-11-29T17:26:14.404Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.158.191.191,Hertfordshire,2020-11-28T13:09:22.831Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:a0ea:7114:cc26:a1ff,Hertfordshire,2020-11-27T19:40:04.435Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.191,Hertfordshire,2020-10-31T21:29:40.819Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.167.92.103,Staffordshire,2020-10-29T20:58:37.339Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.146.98.170,Cheshire East,2020-10-24T21:04:44.816Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.146.98.170,Cheshire East,2020-10-24T21:04:44.807Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.167.92.103,Staffordshire,2020-10-14T19:31:23.083Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.77,Hertfordshire,2020-10-13T19:12:10.324Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.77,Hertfordshire,2020-09-28T11:46:52.630Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.180.191.228,Stockport,2020-09-27T19:02:10.369Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.149.204.148,Oxfordshire,2020-09-27T15:48:08.436Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.35.28,Suffolk,2020-09-22T07:20:47.151Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.35.28,Suffolk,2020-09-19T08:42:40.257Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.236.50,Aberdeenshire,2020-09-17T18:28:20.859Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.37.223,Gwynedd,2020-09-07T14:06:39.347Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.236.50,Aberdeenshire,2020-09-06T18:19:08.207Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.49,Cardiff,2020-09-05T21:05:13.952Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,31.48.249.49,Cardiff,2020-09-04T17:37:54.138Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.49,Cardiff,2020-09-02T08:01:26.957Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.37.223,Gwynedd,2020-09-01T20:10:23.710Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.153.137.252,Aberdeenshire,2020-08-29T14:53:42.912Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.150.64.64,Buckinghamshire,2020-08-28T20:28:42.422Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.153.137.252,Aberdeenshire,2020-08-27T17:16:04.778Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.153.137.252,Aberdeenshire,2020-08-26T17:27:29.708Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.35.28,Suffolk,2020-08-04T18:32:43.376Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,88.215.35.28,Suffolk,2020-08-02T21:41:47.701Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,51.219.155.217,Gwynedd,2020-08-02T18:39:28.857Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.128.237.222,Cheshire East,2020-07-21T16:12:08.025Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.128.237.222,Cheshire East,2020-07-21T08:09:49.827Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.128.237.222,Cheshire East,2020-07-21T08:09:49.815Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.153.137.252,Aberdeenshire,2020-07-18T21:49:35.535Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.55,Stockport,2020-07-14T21:08:11.510Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.83,Bath and North East Somerset,2020-07-10T14:13:54.837Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.175.168.111,Oxfordshire,2020-07-09T19:27:55.973Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.55,Stockport,2020-07-06T18:46:55.585Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.55,Stockport,2020-07-06T18:46:55.575Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.175.168.111,Oxfordshire,2020-07-04T18:32:52.437Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.35,Stockport,2020-07-03T20:11:19.939Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.35,Stockport,2020-07-02T13:04:04.658Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.158.131.35,Stockport,2020-07-02T13:04:04.645Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,31.49.228.59,Stockport,2020-07-01T19:52:08.877Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,31.49.228.59,Stockport,2020-06-29T18:03:38.877Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,31.49.228.59,Stockport,2020-06-29T18:03:38.867Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.152.212.32,Buckinghamshire,2020-06-21T19:58:33.970Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.152.212.32,Buckinghamshire,2020-06-18T19:48:50.044Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,165.120.180.183,Sutton,2020-06-17T20:26:56.031Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.151.238.37,Blackburn with Darwen,2020-06-14T19:32:59.469Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,165.120.180.183,Sutton,2020-06-13T09:26:18.240Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,165.120.180.183,Sutton,2020-06-13T09:26:18.232Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.151.238.37,Blackburn with Darwen,2020-06-11T19:04:24.927Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,81.129.41.239,Stockport,2020-06-07T09:50:28.404Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,81.129.41.239,Stockport,2020-06-07T09:50:28.395Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.152.94.154,Essex,2020-05-31T20:40:01.605Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.172.88.83,Bath and North East Somerset,2020-05-13T13:46:50.586Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.180.23.236,Essex,2020-05-05T08:00:29.318Z
MANGELONFX00000000000000000000000002172714,GB,Vestel MB110/115 Smart TV,Vestel MB110/115 Smart TV,86.180.23.236,Essex,2020-05-03T07:07:01.165Z
