Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Jane,2018-06-02 20:56:05,00:00:43,Autoplayed: user action: None; ,Cargo (Trailer),TRAILER,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:43,Not latest view,GB (United Kingdom)
Jane,2018-05-19 22:37:45,00:28:40,Autoplayed: user action: None; ,The League of Gentlemen: Series 1: Love Comes to Royston Vasey (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:44,00:28:44,GB (United Kingdom)
Jane,2018-05-19 22:17:44,00:19:53,Autoplayed: user action: Unspecified; ,The League of Gentlemen: Series 1: The Beast of Royston Vasey (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:59,00:28:59,GB (United Kingdom)
Jane,2018-05-18 22:54:35,00:09:03,Autoplayed: user action: None; ,The League of Gentlemen: Series 1: The Beast of Royston Vasey (Episode 4),,Microsoft Xbox 360,00:09:07,Not latest view,GB (United Kingdom)
Jane,2018-05-18 22:25:13,00:29:21,Autoplayed: user action: None; ,The League of Gentlemen: Series 1: Nightmare in Royston Vasey (Episode 3),,Microsoft Xbox 360,00:29:25,00:29:25,GB (United Kingdom)
Jane,2018-05-18 21:30:46,00:29:29,Autoplayed: user action: Unspecified; ,The League of Gentlemen: Series 1: The Road to Royston Vasey (Episode 2),,Microsoft Xbox 360,00:29:33,00:29:33,GB (United Kingdom)
Jane,2018-05-18 20:51:40,00:29:45,,The League of Gentlemen: Series 1: Welcome to Royston Vasey (Episode 1),,Microsoft Xbox 360,00:29:49,00:29:49,GB (United Kingdom)
Jane,2018-05-18 20:51:27,00:00:01,Autoplayed: user action: None; ,The League of Gentlemen: Series 2: Royston Vasey and the Monster from Hell (Episode 6),,Microsoft Xbox 360,00:27:17,00:27:17,GB (United Kingdom)
Jane,2018-05-18 20:36:11,00:14:40,,Fawlty Towers: Series 2: The Psychiatrist (Episode 2),,Microsoft Xbox 360,00:14:40,00:14:40,GB (United Kingdom)
Jane,2018-05-18 20:35:51,00:00:01,Autoplayed: user action: None; ,Fawlty Towers: Series 1: The Germans (Episode 6),,Microsoft Xbox 360,00:21:11,00:21:11,GB (United Kingdom)
Jane,2018-05-06 19:46:45,00:56:59,Autoplayed: user action: Unspecified; ,Decanted.,,Microsoft Xbox 360,00:56:59,00:56:59,GB (United Kingdom)
Jane,2018-05-06 19:35:20,00:01:37,Autoplayed: user action: Unspecified; ,Under the Sun,,Microsoft Xbox 360,00:01:37,00:01:37,GB (United Kingdom)
Jane,2018-05-06 19:34:41,00:00:07,Autoplayed: user action: None; ,Top Gear: Series 20: Episode 5,,Microsoft Xbox 360,00:02:19,00:02:19,GB (United Kingdom)
Jane,2018-04-27 19:14:13,00:43:28,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Will You Take My Hand? (Episode 15),,Samsung 2016 Jazz-L UHD TV Smart TV,00:44:22,00:44:22,GB (United Kingdom)
Jane,2018-04-27 17:36:48,00:49:21,Autoplayed: user action: Unspecified; ,"Star Trek: Discovery: Season 1: The War Without, the War Within (Episode 14)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:48:01,00:48:01,GB (United Kingdom)
Jane,2018-04-27 17:23:05,00:13:13,,Star Trek: Discovery: Season 1: What's Past Is Prologue (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:42:04,00:42:04,GB (United Kingdom)
Jane,2018-04-26 20:48:43,00:25:47,Autoplayed: user action: None; ,Star Trek: Discovery: Season 1: What's Past Is Prologue (Episode 13),,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:53,Not latest view,GB (United Kingdom)
Jane,2018-04-26 20:43:19,00:05:21,,Star Trek: Discovery: Season 1: Vaulting Ambition (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:36:23,00:36:23,GB (United Kingdom)
Jane,2018-04-26 19:39:50,00:21:27,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Vaulting Ambition (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:31:02,Not latest view,GB (United Kingdom)
Jane,2018-04-20 22:46:13,00:08:34,Autoplayed: user action: None; ,Star Trek: Discovery: Season 1: Vaulting Ambition (Episode 12),,Samsung 2016 Jazz-L UHD TV Smart TV,00:09:36,Not latest view,GB (United Kingdom)
Jane,2018-04-20 22:38:43,00:07:27,Autoplayed: user action: None; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:47:57,00:47:57,GB (United Kingdom)
Jane,2018-04-20 20:18:40,02:12:02,Autoplayed: user action: Unspecified; ,Public Enemies,,Samsung 2016 Jazz-L UHD TV Smart TV,02:12:02,02:12:02,GB (United Kingdom)
Jane,2018-04-19 20:30:37,00:05:03,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:40:31,Not latest view,GB (United Kingdom)
Jane,2018-04-18 20:50:12,00:09:10,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:35:30,Not latest view,GB (United Kingdom)
Jane,2018-04-18 20:46:37,00:02:24,Autoplayed: user action: Unspecified; ,Harry Enfield and Chums: Season 1: Episode 1,,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:24,00:02:24,GB (United Kingdom)
Jane,2018-04-15 19:38:30,01:50:28,Autoplayed: user action: Unspecified; ,Icarus,,Microsoft Xbox 360,01:57:24,Not latest view,GB (United Kingdom)
Jane,2018-04-15 19:23:39,00:07:22,Autoplayed: user action: Unspecified; ,Icarus,,Microsoft Xbox 360,00:07:10,Not latest view,GB (United Kingdom)
Jane,2018-04-14 19:54:34,00:22:57,,Blackadder: Series 2: Money (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:57,00:22:57,GB (United Kingdom)
Jane,2018-04-13 19:54:18,01:38:14,Autoplayed: user action: Unspecified; ,American Psycho,,Samsung 2016 Jazz-L UHD TV Smart TV,01:37:28,Not latest view,GB (United Kingdom)
Jane,2018-04-07 20:44:19,00:22:11,,Rick and Morty: Season 2: Total Rickall (Episode 4),,Wii Bowser,00:22:11,00:22:11,GB (United Kingdom)
Jane,2018-04-07 20:23:47,00:19:39,,Rick and Morty: Season 1: Lawnmower Dog (Episode 2),,Wii Bowser,00:20:58,00:20:58,GB (United Kingdom)
Jane,2018-04-03 20:51:19,00:38:48,Autoplayed: user action: Unspecified; ,Wild Wild Country: Season 1: Part 3 (Episode 3),,Samsung 2016 Jazz-L UHD TV Smart TV,00:38:34,00:38:34,GB (United Kingdom)
Jane,2018-04-03 20:38:05,00:12:51,Autoplayed: user action: Unspecified; ,Wild Wild Country: Season 1: Part 2 (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,01:02:44,01:02:44,GB (United Kingdom)
Jane,2018-04-02 20:51:26,00:49:46,Autoplayed: user action: None; ,Wild Wild Country: Season 1: Part 2 (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:49:54,Not latest view,GB (United Kingdom)
Jane,2018-04-02 20:12:19,00:38:05,,Wild Wild Country: Season 1: Part 1 (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,01:02:19,01:02:19,GB (United Kingdom)
Jane,2018-04-02 18:09:19,00:26:39,,Wild Wild Country: Season 1: Part 1 (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:26:39,Not latest view,GB (United Kingdom)
Jane,2018-04-02 18:08:06,00:00:07,Autoplayed: user action: None; ,Wild Wild Country: Season 1: Part 1 (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:07,Not latest view,GB (United Kingdom)
Jane,2018-04-01 21:20:28,01:49:33,,Prisoners,,Samsung 2016 Jazz-L UHD TV Smart TV,02:26:17,Not latest view,GB (United Kingdom)
Jane,2018-04-01 20:51:26,00:09:31,,Prisoners,,Samsung 2016 Jazz-L UHD TV Smart TV,00:37:05,Not latest view,GB (United Kingdom)
Jane,2018-04-01 19:39:08,00:28:21,Autoplayed: user action: Unspecified; ,Prisoners,,Samsung 2016 Jazz-L UHD TV Smart TV,00:28:21,Not latest view,GB (United Kingdom)
Jane,2018-03-30 15:34:33,01:56:10,Autoplayed: user action: Unspecified; ,Joy,,Microsoft Xbox One,01:56:10,01:56:10,GB (United Kingdom)
Jane,2018-03-30 15:34:33,00:00:01,,Joy,,Microsoft Xbox One,00:00:01,Not latest view,GB (United Kingdom)
Jane,2018-03-30 15:25:20,00:04:18,Autoplayed: user action: Unspecified; ,Mega Food: Mega Food: Season 1: Aussie Super Pub (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:04:18,00:04:18,GB (United Kingdom)
Jane,2018-03-24 18:58:29,00:18:07,,Rick and Morty: Season 2: A Rickle in Time (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:18:07,00:18:07,GB (United Kingdom)
Jane,2018-03-24 18:58:00,00:00:04,Autoplayed: user action: Unspecified; ,Rick and Morty: Season 1: Close Rick-counters of the Rick Kind (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Jane,2018-03-24 18:55:29,00:01:04,Autoplayed: user action: Unspecified; ,Slow TV: Train Ride Bergen to Oslo,,Samsung 2016 Jazz-L UHD TV Smart TV,01:59:20,01:59:20,GB (United Kingdom)
Jane,2018-03-24 11:55:31,00:10:31,Autoplayed: user action: None; ,First Team: Juventus: Season 1: Part A: Episode 3,,Microsoft Xbox 360,00:10:41,00:10:41,GB (United Kingdom)
Jane,2018-03-24 11:17:45,00:37:42,Autoplayed: user action: None; ,First Team: Juventus: Season 1: Part A: Episode 2,,Microsoft Xbox 360,00:37:52,00:37:52,GB (United Kingdom)
Jane,2018-03-24 10:36:46,00:40:49,Autoplayed: user action: Unspecified; ,First Team: Juventus: Season 1: Part A: Episode 1,,Microsoft Xbox 360,00:40:49,00:40:49,GB (United Kingdom)
Jane,2018-03-23 21:15:55,01:51:13,Autoplayed: user action: Unspecified; ,Annihilation,,Samsung 2016 Jazz-L UHD TV Smart TV,01:51:13,01:51:13,GB (United Kingdom)
Jane,2018-03-23 03:25:57,00:06:43,Autoplayed: user action: User_Interaction; ,Grand Designs: Season 11: York (Episode 3),,Chrome PC (Cadmium),00:06:44,00:06:44,AU (Australia)
Jane,2018-03-23 02:37:43,00:48:10,Autoplayed: user action: User_Interaction; ,Grand Designs: Season 11: North London (Episode 2),,Chrome PC (Cadmium),00:46:38,00:46:38,AU (Australia)
Jane,2018-03-23 02:01:42,00:00:07,Autoplayed: user action: None; ,Grand Designs: Season 11: North London (Episode 2),,Chrome PC (Cadmium),00:00:08,Not latest view,AU (Australia)
Jane,2018-03-23 01:15:12,00:46:26,Autoplayed: user action: User_Interaction; ,Grand Designs: Season 11: South Yorkshire (Episode 1),,Chrome PC (Cadmium),00:46:26,00:46:26,AU (Australia)
Jane,2018-03-22 11:48:58,00:20:44,Autoplayed: user action: User_Interaction; ,The Fifth Element,,Chrome PC (Cadmium),00:20:44,00:20:44,AU (Australia)
Jane,2018-03-19 20:30:47,00:57:43,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 6,,Samsung 2016 Jazz-L UHD TV Smart TV,00:56:56,00:56:56,GB (United Kingdom)
Jane,2018-03-19 20:23:58,00:00:18,Autoplayed: user action: Unspecified; ,The Outsider,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:18,00:00:18,GB (United Kingdom)
Jane,2018-03-18 21:09:11,00:56:39,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 5,,Samsung 2016 Jazz-L UHD TV Smart TV,00:55:37,00:55:37,GB (United Kingdom)
Jane,2018-03-18 20:13:10,00:54:09,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 4,,Samsung 2016 Jazz-L UHD TV Smart TV,00:54:10,00:54:10,GB (United Kingdom)
Jane,2018-03-17 23:32:46,00:13:46,Autoplayed: user action: Unspecified; ,Hans Zimmer: Live in Prague,,Microsoft Xbox One,00:18:27,00:18:27,GB (United Kingdom)
Jane,2018-03-17 23:27:16,00:04:41,Autoplayed: user action: Unspecified; ,Hans Zimmer: Live in Prague,,Samsung 2016 Jazz-L UHD TV Smart TV,00:04:41,Not latest view,GB (United Kingdom)
Jane,2018-03-17 23:26:18,00:00:24,Autoplayed: user action: None; ,Combat Countdown: Season 1: Need for Speed (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:24,Not latest view,GB (United Kingdom)
Jane,2018-03-17 23:14:25,00:10:58,Autoplayed: user action: Unspecified; ,The Brothers Grimsby,,Samsung 2016 Jazz-L UHD TV Smart TV,00:10:58,00:10:58,GB (United Kingdom)
Jane,2018-03-17 23:14:04,00:00:02,Autoplayed: user action: None; ,Mega Food: Mega Food: Season 1: Aussie Super Pub (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:02,Not latest view,GB (United Kingdom)
Jane,2018-03-17 23:12:18,00:00:01,Autoplayed: user action: None; ,Inside Man,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:01,Not latest view,GB (United Kingdom)
Jane,2018-03-17 21:25:55,00:23:08,,Rick and Morty: Season 1: Something Ricked This Way Comes (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:22:21,00:22:21,GB (United Kingdom)
Jane,2018-03-17 21:14:18,00:11:30,Autoplayed: user action: Unspecified; ,Rick and Morty: Season 1: Rixty Minutes (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:20:57,00:20:57,GB (United Kingdom)
Jane,2018-03-17 20:16:05,00:56:50,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,02:26:49,02:26:49,GB (United Kingdom)
Jane,2018-03-17 20:06:07,00:03:15,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,01:30:13,Not latest view,GB (United Kingdom)
Jane,2018-03-17 19:23:07,00:00:44,Autoplayed: user action: Unspecified; ,Rick and Morty: Season 1: Rixty Minutes (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:09:28,Not latest view,GB (United Kingdom)
Jane,2018-03-17 19:22:51,00:00:04,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:26:20,Not latest view,GB (United Kingdom)
Jane,2018-03-17 19:21:12,00:00:06,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,01:27:30,Not latest view,GB (United Kingdom)
Jane,2018-03-17 18:29:16,00:01:32,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,01:27:51,Not latest view,GB (United Kingdom)
Jane,2018-03-17 18:16:52,00:09:58,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,01:26:20,Not latest view,GB (United Kingdom)
Jane,2018-03-17 16:07:29,01:16:46,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,01:16:46,Not latest view,GB (United Kingdom)
Jane,2018-03-17 16:01:08,00:00:03,Autoplayed: user action: Unspecified; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:03,Not latest view,GB (United Kingdom)
Jane,2018-03-17 15:53:41,00:07:13,Autoplayed: user action: Unspecified; ,Slow TV: Train Ride Bergen to Oslo,,Samsung 2016 Jazz-L UHD TV Smart TV,01:58:17,Not latest view,GB (United Kingdom)
Jane,2018-03-17 15:44:08,00:08:46,,Rick and Morty: Season 1: Rixty Minutes (Episode 8),,Samsung 2016 Jazz-L UHD TV Smart TV,00:08:46,Not latest view,GB (United Kingdom)
Jane,2018-03-17 15:41:42,00:00:56,Autoplayed: user action: Unspecified; ,Rick and Morty: Season 1: Lawnmower Dog (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:06:26,Not latest view,GB (United Kingdom)
Jane,2018-03-17 15:41:05,00:00:02,Autoplayed: user action: None; ,The Revenant,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:02,Not latest view,GB (United Kingdom)
Jane,2018-03-17 11:34:41,00:05:31,,Rick and Morty: Season 1: Lawnmower Dog (Episode 2),,Samsung 2016 Jazz-L UHD TV Smart TV,00:05:31,Not latest view,GB (United Kingdom)
Jane,2018-03-17 11:09:32,00:21:50,,Rick and Morty: Season 2: Total Rickall (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:07,Not latest view,GB (United Kingdom)
Jane,2018-03-17 10:20:10,00:21:37,,Rick and Morty: Season 2: The Ricks Must Be Crazy (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:37,00:21:37,GB (United Kingdom)
Jane,2018-03-17 10:16:57,00:02:22,,Rick and Morty: Season 1: Pilot (Episode 1),,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:45,Not latest view,GB (United Kingdom)
Jane,2018-03-17 10:16:35,00:00:01,Autoplayed: user action: None; ,Rick and Morty: Season 1: Something Ricked This Way Comes (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:07:25,Not latest view,GB (United Kingdom)
Jane,2018-03-17 01:52:01,01:27:42,,Take Your Pills,,Chrome PC (Cadmium),01:27:43,01:27:43,AU (Australia)
Jane,2018-03-16 21:45:13,00:06:23,Autoplayed: user action: Unspecified; ,I'm Alan Partridge: Series 1: Basic Alan (Episode 4),,Samsung 2016 Jazz-L UHD TV Smart TV,00:10:35,00:10:35,GB (United Kingdom)
Jane,2018-03-16 21:39:13,00:04:36,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:26:17,Not latest view,GB (United Kingdom)
Jane,2018-03-16 18:50:41,00:20:27,Autoplayed: user action: None; ,Star Trek: Discovery: Season 1: The Wolf Inside (Episode 11),,Samsung 2016 Jazz-L UHD TV Smart TV,00:21:43,Not latest view,GB (United Kingdom)
Jane,2018-03-16 18:03:02,00:23:38,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Despite Yourself (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:47:25,00:47:25,GB (United Kingdom)
Jane,2018-03-16 15:00:40,01:31:45,,Bad Neighbours 2,,Chrome PC (Cadmium),01:32:23,01:32:23,AU (Australia)
Jane,2018-03-15 21:57:59,00:00:55,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 4,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:55,Not latest view,GB (United Kingdom)
Jane,2018-03-15 21:45:53,00:00:02,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 4,,Samsung 2016 Jazz-L UHD TV Smart TV,00:00:02,Not latest view,GB (United Kingdom)
Jane,2018-03-15 21:40:21,00:05:12,Autoplayed: user action: Unspecified; ,Slow TV: Train Ride Bergen to Oslo,,Samsung 2016 Jazz-L UHD TV Smart TV,01:51:04,Not latest view,GB (United Kingdom)
Jane,2018-03-15 21:39:45,00:00:08,Autoplayed: user action: Unspecified; ,Rick and Morty: Season 1: Something Ricked This Way Comes (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:07:26,Not latest view,GB (United Kingdom)
Jane,2018-03-15 20:18:27,00:23:39,,Star Trek: Discovery: Season 1: Despite Yourself (Episode 10),,Samsung 2016 Jazz-L UHD TV Smart TV,00:23:49,Not latest view,GB (United Kingdom)
Jane,2018-03-15 19:31:37,00:44:04,,Star Trek: Discovery: Season 1: Into the Forest I Go (Episode 9),,Samsung 2016 Jazz-L UHD TV Smart TV,00:46:01,00:46:01,GB (United Kingdom)
Jane,2018-03-15 19:18:54,00:08:42,Autoplayed: user action: Unspecified; ,"Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum (Episode 8)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:39:49,00:39:49,GB (United Kingdom)
Jane,2018-03-15 03:12:47,00:00:02,,Narcos: Season 3: The Kingpin Strategy (Episode 1),,Chrome PC (Cadmium),00:05:32,00:05:32,AU (Australia)
Jane,2018-03-14 20:12:02,00:12:12,Autoplayed: user action: Unspecified; ,"Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum (Episode 8)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:31:51,Not latest view,GB (United Kingdom)
Jane,2018-03-14 19:58:39,00:10:30,Autoplayed: user action: Unspecified; ,"Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum (Episode 8)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:19:40,Not latest view,GB (United Kingdom)
Jane,2018-03-14 19:22:21,00:09:22,Autoplayed: user action: Unspecified; ,"Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum (Episode 8)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:09:12,Not latest view,GB (United Kingdom)
Jane,2018-03-14 12:29:48,00:05:30,,Narcos: Season 3: The Kingpin Strategy (Episode 1),,Chrome PC (Cadmium),00:05:30,Not latest view,AU (Australia)
Jane,2018-03-14 12:23:37,00:01:58,,The Cloverfield Paradox,,Chrome PC (Cadmium),00:07:43,00:07:43,AU (Australia)
Jane,2018-03-14 12:08:01,00:11:57,,Bad Neighbours 2,,Chrome PC (Cadmium),00:12:45,Not latest view,AU (Australia)
Jane,2018-03-14 06:16:33,00:05:11,,Rick and Morty: Season 1: Something Ricked This Way Comes (Episode 9),,Chrome PC (Cadmium),00:07:20,Not latest view,AU (Australia)
Jane,2018-03-14 06:08:43,00:02:03,Autoplayed: user action: User_Interaction; ,Rick and Morty: Season 1: Something Ricked This Way Comes (Episode 9),,Chrome PC (Cadmium),00:02:09,Not latest view,AU (Australia)
Jane,2018-03-14 05:46:12,00:22:27,,Rick and Morty: Season 1: Rixty Minutes (Episode 8),,Chrome PC (Cadmium),00:22:27,Not latest view,AU (Australia)
Jane,2018-03-14 05:24:53,00:01:34,,The Cloverfield Paradox,,Chrome PC (Cadmium),00:01:34,Not latest view,AU (Australia)
Jane,2018-03-14 03:33:44,01:48:44,,Annihilation,,Chrome PC (Cadmium),01:48:44,Not latest view,AU (Australia)
Jane,2018-03-13 20:07:01,00:00:05,Autoplayed: user action: None; ,"Star Trek: Discovery: Season 1: Si Vis Pacem, Para Bellum (Episode 8)",,Samsung 2016 Jazz-L UHD TV Smart TV,00:02:33,Not latest view,GB (United Kingdom)
Jane,2018-03-13 18:55:03,00:43:55,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Magic to Make the Sanest Man Go Mad (Episode 7),,Samsung 2016 Jazz-L UHD TV Smart TV,00:45:56,00:45:56,GB (United Kingdom)
Jane,2018-03-13 18:51:36,00:03:22,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Lethe (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:43:13,00:43:13,GB (United Kingdom)
Jane,2018-03-13 11:38:51,00:10:57,,Rogue One: A Star Wars Story,,Chrome PC (Cadmium),02:05:43,Not latest view,AU (Australia)
Jane,2018-03-12 22:44:43,00:07:30,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 3,,Samsung 2016 Jazz-L UHD TV Smart TV,00:57:36,00:57:36,GB (United Kingdom)
Jane,2018-03-12 22:38:07,00:06:06,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Lethe (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:39:52,Not latest view,GB (United Kingdom)
Jane,2018-03-12 21:44:22,00:50:07,,Peaky Blinders: Season 3: Episode 3,,Samsung 2016 Jazz-L UHD TV Smart TV,00:50:07,Not latest view,GB (United Kingdom)
Jane,2018-03-12 20:40:34,00:58:23,Autoplayed: user action: Unspecified; ,Peaky Blinders: Season 3: Episode 2,,Samsung 2016 Jazz-L UHD TV Smart TV,00:57:00,00:57:00,GB (United Kingdom)
Jane,2018-03-12 20:20:18,00:15:21,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Lethe (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:33:47,Not latest view,GB (United Kingdom)
Jane,2018-03-12 19:41:51,00:16:55,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Lethe (Episode 6),,Samsung 2016 Jazz-L UHD TV Smart TV,00:18:37,Not latest view,GB (United Kingdom)
Jane,2018-03-12 18:53:55,00:21:53,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Season 1: Choose Your Pain (Episode 5),,Samsung 2016 Jazz-L UHD TV Smart TV,00:45:42,00:45:42,GB (United Kingdom)
Jane,2018-03-12 14:49:05,02:09:14,,Master and Commander: The Far Side of the World,,Chrome PC (Cadmium),02:09:14,02:09:14,AU (Australia)
Jane,2018-03-12 09:49:56,00:00:24,,Rick and Morty: Season 1: Raising Gazorpazorp (Episode 7),,Chrome PC (Cadmium),00:21:25,00:21:25,AU (Australia)
Jane,2018-03-12 09:05:36,00:12:23,Autoplayed: user action: User_Interaction; ,The IT Crowd: Series 1: Calamity Jen (Episode 2),,Chrome PC (Cadmium),00:12:54,Not latest view,AU (Australia)
Jane,2018-03-12 08:42:22,00:23:10,,The IT Crowd: Series 1: Yesterday's Jam (Episode 1),,Chrome PC (Cadmium),00:23:21,00:23:21,AU (Australia)
Jane,2018-03-12 08:17:05,00:23:17,Autoplayed: user action: User_Interaction; ,Black Books: Series 3: Party (Episode 6),,Chrome PC (Cadmium),00:23:44,00:23:44,AU (Australia)
Jane,2018-03-12 07:53:35,00:23:27,Autoplayed: user action: None; ,Black Books: Series 3: Travel Writer (Episode 5),,Chrome PC (Cadmium),00:23:54,00:23:54,AU (Australia)
Jane,2018-03-12 07:29:45,00:23:47,Autoplayed: user action: None; ,Black Books: Series 3: A Little Flutter (Episode 4),,Chrome PC (Cadmium),00:24:11,00:24:11,AU (Australia)
Jane,2018-03-12 06:57:01,00:23:45,Autoplayed: user action: None; ,Black Books: Series 3: Moo-Ma and Moo-Pa (Episode 3),,Chrome PC (Cadmium),00:24:11,00:24:11,AU (Australia)
Jane,2018-03-12 06:33:46,00:23:13,Autoplayed: user action: None; ,Black Books: Series 3: Elephants and Hens (Episode 2),,Chrome PC (Cadmium),00:23:36,00:23:36,AU (Australia)
Jane,2018-03-12 06:09:05,00:24:37,Autoplayed: user action: None; ,Black Books: Series 3: Manny Come Home (Episode 1),,Chrome PC (Cadmium),00:25:03,00:25:03,AU (Australia)
Jane,2018-03-12 05:45:20,00:23:33,Autoplayed: user action: User_Interaction; ,Black Books: Series 2: A Nice Change (Episode 6),,Chrome PC (Cadmium),00:24:00,00:24:00,AU (Australia)
Jane,2018-03-12 05:21:47,00:23:30,Autoplayed: user action: None; ,Black Books: Series 2: Hello Sun (Episode 5),,Chrome PC (Cadmium),00:23:54,00:23:54,AU (Australia)
Jane,2018-03-12 04:58:33,00:23:11,Autoplayed: user action: None; ,Black Books: Series 2: Blood (Episode 4),,Chrome PC (Cadmium),00:23:37,00:23:37,AU (Australia)
Jane,2018-03-12 04:34:52,00:23:36,,Black Books: Series 2: The Fixer (Episode 3),,Chrome PC (Cadmium),00:23:42,00:23:42,AU (Australia)
Jane,2018-03-12 03:53:39,00:02:56,,Rick and Morty: Season 1: Rick Potion #9 (Episode 6),,Chrome PC (Cadmium),00:20:10,00:20:10,AU (Australia)
